Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Physical Science,What type of energy is stored in an object due to its position or condition?,Potential energy,Kinetic energy,Thermal energy,Radiant energy
Physics,What is the formula for the frequency of a wave?,f = 1/T,f = v/w,f = ma,f = p/t
Physics,Which of the following is a vector quantity?,Force,Speed,Mass,Temperature
Physics,Which of the following is a measure of the resistance of a fluid to flow?,Viscosity,Density,Volume,Pressure
Biology,What is the name for the hormone responsible for regulating blood sugar levels?,Insulin,Epinephrine,Testosterone,Estrogen
Chemistry,What is the name for the model of the atom proposed by Niels Bohr?,Planetary model,Plum pudding model,Wave mechanical model,Electron cloud model
Biology,Which of the following is the process by which plants convert sunlight into energy?,Photosynthesis,Respiration,Digestion,Circulation
Biology,What is the largest gland in the human body?,Liver,Pancreas,Spleen,Kidney
Biology,What is the name of the structure that carries blood away from the heart?,Artery,Vein,Capillary,Aorta
Biology,What is the mother cell that divides to give rise to different types of blood cells called?,Hematopoietic stem cells,Hepatic stem cells,Neural stem cells,Mesenchymal stem cells
Chemistry,What is the chemical formula for Nitric acid?,HNO3,H2SO4,HCl,H3PO4
Biology,Which mammal cannot jump?,Elephant,Hippopotamus,Rhino,Giraffe
Chemistry,What is the chemical formula for nitric acid?,HNO3,H2SO4,NaOH,Ca(OH)2
Biology,Which body system is responsible for carrying oxygen and nutrients to all parts of the body?,Cardiovascular system,Digestive system,Respiratory system,Endocrine system
Biology,Which food group provides the most energy to the body?,Carbohydrates,Proteins,Fats,Vitamins
Astronomy,What is the name of the rover that has been exploring Mars since 2012?,Curiosity,Opportunity,Spirit,Sojourner
Physics,What is the formula for work?,W = Fd,F=ma,E=mc²,Work = Energy x Time
Biology,What is the process by which plants convert sunlight| water| and carbon dioxide into glucose and oxygen?,Photosynthesis,Respiration,Digestion,Excretion
Biology,What is the powerhouse of the cell in plant cells?,Chloroplasts,Cell wall,Nucleus,Ribosome
Physics,What is the equation for electric current?,I=q/t,I=F/d,I=F/s,I=W/P
Astronomy,At what point in Earth's orbit is the Summer Solstice reached in the Northern Hemisphere?,June,March, December,September
Physics,Which of the following is not a type of energy?,Thermal Energy,Kinetic Energy, Mechanical Energy,Nuclear Energy
Chemistry,At room temperature| which state of matter is helium in?,Gas,Liquid,Solid,Plasma
Chemistry,What is the name of the process when a solid turns into a liquid?,Melting,Evaporation,Condensation,Sublimation
Astronomy,What is the name given to the ring of particles that surrounds the planet Saturn?,The Rings of Saturn,The Kuiper Belt,The Asteroid Belt,The Oort Cloud
Geology,What type of rock is formed by the cooling and hardening of lava or magma on the Earth's surface?,Extrusive Igneous,Intrusive Igneous,Sedimentary,Metamorphic
Physics,What type of energy is produced by charged particles in motion?,Electric energy,Mechanical energy,Chemical energy,Nuclear energy
Biology,What part of the cell is responsible for protein synthesis?,Ribosome,Mitochondria,Nucleus,Golgi Apparatus
Earth Science,What is the name for the process by which water falls from clouds to Earth's surface?,Precipitation,Evaporation,Condensation,Transpiration
Chemistry,What is the process called where a solid turns into a gas?,Sublimation,Melting,Freezing,Boiling
Chemistry,Which gas is known as laughing gas?,Nitrous Oxide,Carbon Dioxide,Hydrogen,Oxygen
Biology,What is the organ responsible for regulating metabolism?,Thyroid,Pancreas,Liver,Spleen
Physics,What is the name of the force that causes objects to repel or attract each other based on their electric charge?,Electromagnetic Force,Gravity,Strong Nuclear Force,Weak Nuclear Force
Physics,What is the rate of change of velocity called?,Acceleration,Speed,Momentum,Force
Zoology,What is the name for the study of mammals?,Mammalogy,Herpetology,Ichthyology,Ornithology
Physical Science,What is the force that causes an object to resist a change in motion?,Inertia,Gravity,Friction,Magnetism
Biology,What is the function of white blood cells?,Fight infections,Transport oxygen,Digest food,To form bone
Physics,What is the formula for speed?,Distance/Time,Time/Distance,Distance*Time,Time*Distance
Physics,What is the term for the rate of change of velocity over time?,Acceleration,Momentum,Force,Power
Chemistry,What is the process by which a gas changes into a liquid?,Condensation,Deposition,Sublimation,Sublimation
Physics,What unit of measurement is used for energy?,Joule,Watt,Ampere,Volt
Astronomy,What is the name of the largest moon in our solar system?,Ganymede,Titan,Callisto,Io
Computer Science,What is the process called by which a computer program is tested for errors or bugs?,Debugging,Compiling,Coding,Designing
Chemistry,What is the formula for carbon dioxide?,CO2,H2O,NaCl,CH4
Biology,What is the process by which plants convert carbon dioxide and water into glucose and oxygen?,Photosynthesis,Cellular respiration,Fermentation,Digestion
Biology,What type of joint allows for circular movement?,Ball and Socket,Hinge,Pivot,Saddle
Biology,What is the name of the organelle responsible for breaking down and recycling cell waste?,Lysosome,Mitochondria,Ribosome,Chloroplast
Earth Science,What is the name of the supercontinent that existed millions of years ago?,Pangaea,Laurasia,Gondwana,Eurasia
Biology,What is the process by which a cell divides into two new cells?,Mitosis,Meiosis,Fertilization,Apoptosis
Biology,Which of the following is not a component of DNA?,Lipid,Phosphate,Deoxyribose,Nitrogenous Base
Chemistry,What is the process of a gas changing directly into a solid called?,Deposition,Sublimation,Evaporation,Condensation
Biology,What is the function of the centriole?,Aids in cell division,Controls the movement of the cell,Stores genetic information,Produces energy
Biology,Which part of the cell is responsible for the assembly of proteins?,Ribosomes,Mitochondria,Golgi Apparatus,Lysosomes
Astronomy,What is the term for the alignment of the Sun| Earth| and Moon that causes a lunar or solar eclipse?,Syzygy,Zenith,Nadir,Ecliptic
Geology,What type of rock is formed when sedimentary or igneous rocks are subjected to high temperatures and high pressure deep within the Earth's crust?,Metamorphic,Sedimentary,Igneous,Granite
Biology,What is the name of the part of the cell responsible for producing protein?,Ribosome,Nucleus,Mitochondria,Endoplasmic reticulum
Chemistry,What is the name of the process in which a liquid turns into a gas at the surface of the liquid?,Evaporation,Condensation,Sublimation,Vaporization
Biology,What is the process by which cells release energy called?,Cellular respiration,Photosynthesis,Metabolism,Mitosis
Chemistry,What is the process by which a solid changes directly to a gas?,Sublimation,Evaporation,Melting,Condensation
Biology,What is ATP?,Adenosine Triphosphate,Adenosine Monophosphate,Adenosine Diphosphate,Adenosine Tetraphosphate
Physics,What is the formula for calculating frequency?,Frequency = 1/Period,Frequency = Power/Time,Frequency = Voltage x Current,Frequency = Force/Mass
Biology,What type of blood cell is responsible for carrying oxygen?,Red blood cell,White blood cell,Platelet,Neuron
Physics,What type of force is responsible for the gravitational attraction between objects?,Gravity,Electromagnetic force,Weak force,Strong force
Physics,What is the unit of measure for energy?,Joule,Newton,Watt,Ampere
Geology,What is the softest mineral on the Mohs hardness scale?,Talc,Gypsum,Calcite,Fluorite
Physics,What type of energy is stored in fossil fuels?,Chemical,Mechanical,Thermal,Electrical
Biology,Which cell organelle is responsible for protein synthesis?,Ribosome,Mitochondria,Golgi apparatus,Lysosome
Geology,What is a mineral composed of pure carbon?,Diamond,Quartz,Feldspar,Mica
Biology,What is the function of red blood cells?,Transport oxygen,Fight infection,To produce antibodies,Digest food
Earth Science,What is the largest layer in the Earth's atmosphere?,Stratosphere,Troposphere,Mesosphere,Thermosphere
Geology,What type of rock is formed by compacted plant and animal remains?,Coal,Sedimentary,Igneous,Metamorphic
Physics,What is the buoyant force?,Upward force exerted on an object in a fluid,Force exerted on an object in motion,Force exerted by a moving fluid,Force of gravity acting on an object
Meteorology,What is the name for the boundary between two air masses?,Front,Cold front,Warm front,Occluded front
Physics,What is the formula for momentum?,p=mv,p = Fd,p=W/t,None of the above
Chemistry,Which gas is most abundant in the earth's atmosphere?,Nitrogen,Oxygen,Carbon Dioxide,Argon
Astronomy,What is the name of the object at the center of our solar system?,Sun,Moon,Earth,Mars
Chemistry,What is the most abundant gas in the earth's atmosphere?,Nitrogen,Oxygen,Carbon dioxide,Argon
Earth Science,What type of rock is formed from magma or lava?,Igneous,Sedimentary,Metamorphic,Volcanic
Geology,What type of rock is formed from the accumulation and cementation of shells and other organic debris?,Sedimentary,Igneous,Metamorphic,Sandstone
Astronomy,What is the Kuiper Belt?,A region of the solar system beyond Neptune,A region of the solar system between Mars and Jupiter,A region of the solar system between Earth and Mars,A region of the solar system beyond Uranus
Physics,What is the formula for electromagnetic wave velocity?,c=fλ,c=v/a,c=F/m,c=P/V
Chemistry,What is the chemical formula for sulfur dioxide?,SO2,CO2,NO2,Cl2
Physics,What type of energy is stored in stretched or compressed springs?,Elastic Potential,Thermal,Nuclear,Chemical
Biology,What is the name for an organism that makes its own food?,Autotroph,Heterotroph,Decomposer,Omnivore
